TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,PaymentType
94,5/4/2025,1185,2038,404,1.0,1667.72,0.1,Credit
95,5/4/2025,1114,2068,404,2.0,656.19,0.05,Credit
96,5/4/2025,1085,2070,404,3.0,0,0.0,Credit
97,5/4/2025,1082,2024,402,3.0,372.81,0.0,Credit
98,5/4/2025,1059,2099,404,0.0,1292.64,0.1,Cash
99,5/4/2025,1081,2095,404,3.0,490.79,0.0,Credit
100,5/4/2025,1098,2084,402,3.0,0,0.0,Cash
101,5/4/2025,1009,2016,403,0.0,969.06,0.05,Cash
102,5/4/2025,1112,2012,404,0.0,1869.57,0.1,Debit
103,5/4/2025,1184,2018,404,1.0,488.03,0.0,Cash
104,5/4/2025,1019,2060,403,2.0,0,0.0,Debit
105,5/4/2025,1159,2088,404,0.0,0,0.0,Credit
106,5/4/2025,1084,2086,404,2.0,2861.12,0.15,Credit
107,5/4/2025,1160,2091,404,0.0,905.79,0.05,Debit
108,5/4/2025,1158,2008,402,2.0,159.82,0.0,Credit
109,5/4/2025,1058,2095,401,3.0,2453.95,0.1,Cash
110,5/4/2025,1025,2097,401,3.0,842.1,0.05,Debit
111,5/4/2025,1042,2088,403,0.0,709.35,0.05,Cash
112,5/4/2025,1011,2041,401,2.0,0,0.0,Cash
113,5/4/2025,1091,2047,404,1.0,0,0.0,Cash
114,5/4/2025,1062,2067,404,1.0,0,0.0,Debit
115,5/4/2025,1043,2022,401,3.0,2684.72,0.15,Credit
116,5/4/2025,1158,2087,402,3.0,477.96,0.0,Cash
117,5/4/2025,1149,2018,402,3.0,1626.78,0.1,Debit
118,5/4/2025,1163,2032,404,2.0,756.48,0.05,Debit
119,5/4/2025,1170,2001,404,2.0,659.76,0.05,Credit
120,5/4/2025,1173,2069,402,0.0,464.78,0.0,Debit
121,5/4/2025,1113,2044,403,3.0,0,0.0,Debit
122,5/4/2025,1176,2032,404,2.0,756.48,0.05,Cash
123,5/4/2025,1050,2049,404,0.0,2819.52,0.15,Cash
124,5/4/2025,1060,2048,403,2.0,1144.42,0.1,Cash
125,5/4/2025,1179,2037,401,3.0,1440.56,0.1,Cash
126,5/4/2025,1070,2001,401,3.0,0,0.0,Debit
127,5/4/2025,1073,2099,402,2.0,0,0.0,Cash
128,5/4/2025,1056,2081,402,2.0,0,0.0,Debit
129,5/4/2025,1173,2096,402,0.0,672.18,0.05,Credit
130,5/4/2025,1160,2082,401,2.0,426.56,0.0,Cash
131,5/4/2025,1112,2004,403,1.0,1669.05,0.1,Debit
132,5/4/2025,1023,2037,403,3.0,2160.84,0.1,Credit
133,5/4/2025,1044,2025,402,2.0,223.7,0.0,Debit
134,5/4/2025,1135,2064,403,1.0,793.91,0.05,Credit
135,5/4/2025,1065,2061,403,2.0,639.74,0.05,Cash
136,5/4/2025,1029,2059,401,1.0,921.69,0.05,Debit
137,5/4/2025,1193,2028,404,2.0,1531.06,0.1,Credit
138,5/4/2025,1023,2050,401,2.0,298.85,0.0,Credit
139,5/4/2025,1137,2015,404,2.0,539.98,0.05,Debit
140,5/4/2025,1172,2095,403,3.0,2453.95,0.1,Debit
141,5/4/2025,1163,2047,401,1.0,301.48,0.0,Cash
142,5/4/2025,1120,2003,403,1.0,1039.99,0.1,Cash
143,5/4/2025,1165,2008,404,2.0,53.27,0.0,Cash
144,5/4/2025,1166,2052,401,1.0,658.13,0.05,Credit
145,5/4/2025,1011,2004,403,3.0,3709,0.15,Credit
146,5/4/2025,1029,2012,402,1.0,0,0.0,Cash
147,5/4/2025,1099,2058,403,3.0,666.75,0.05,Credit
148,5/4/2025,1150,2095,402,3.0,490.79,0.0,Debit
149,5/4/2025,1167,2012,404,3.0,0,0.0,Credit
150,5/4/2025,1071,2004,403,1.0,834.52,0.05,Debit
151,5/4/2025,1113,2056,402,2.0,839.55,0.05,Cash
152,5/4/2025,1025,2087,403,2.0,0,0.0,Cash
153,5/4/2025,1015,2050,403,1.0,504.31,0.05,Cash
154,5/4/2025,1031,2058,401,1.0,2400.3,0.1,Debit
155,5/4/2025,1164,2081,401,0.0,2984.88,0.15,Cash
156,5/4/2025,1085,2031,402,1.0,508.77,0.05,Cash
157,5/4/2025,1017,2097,402,1.0,757.89,0.05,Credit
158,5/4/2025,1059,2042,402,0.0,0,0.0,Debit
159,5/4/2025,1070,2018,402,2.0,0,0.0,Cash
160,5/4/2025,1044,2014,401,1.0,886.68,0.05,Cash
161,5/4/2025,1003,2045,402,2.0,499.42,0.0,Cash
162,5/4/2025,1004,2022,403,0.0,671.18,0.05,Cash
163,5/4/2025,1032,2094,404,0.0,493.35,0.0,Cash
164,5/4/2025,1190,2008,404,3.0,266.36,0.0,Cash
165,5/4/2025,1199,2046,401,3.0,167.15,0.0,Cash
166,5/4/2025,1128,2028,401,2.0,2041.41,0.1,Credit
167,5/4/2025,1117,2082,401,0.0,799.8,0.05,Cash
168,5/4/2025,1122,2051,404,0.0,234.64,0.0,Credit
169,5/4/2025,1125,2091,404,0.0,1811.58,0.1,Cash
170,5/4/2025,1020,2041,402,0.0,0,0.0,Debit
171,5/4/2025,1032,2035,403,3.0,4499.95,0.15,Credit
172,5/4/2025,1152,2067,403,3.0,872.85,0.05,Cash
173,5/4/2025,1129,2077,404,0.0,2809.15,0.15,Cash
174,5/4/2025,1179,2014,402,3.0,738.9,0.05,Debit
175,5/4/2025,1115,2029,404,2.0,0,0.0,Credit
176,5/4/2025,1116,2051,404,0.0,351.96,0.0,Cash
177,5/4/2025,1080,2054,403,2.0,3602.04,0.15,Cash
178,5/4/2025,1095,2019,404,0.0,933.93,0.05,Credit
179,5/4/2025,1023,2010,401,3.0,0,0.0,Debit
180,5/4/2025,1024,2095,403,1.0,3533.69,0.15,Cash
181,5/4/2025,1142,2007,403,0.0,583.39,0.05,Debit
182,5/4/2025,1105,2045,404,0.0,624.28,0.05,Credit
183,5/4/2025,1073,2076,403,2.0,1934.57,0.1,Cash
184,5/4/2025,1026,2073,402,1.0,1797.95,0.1,Debit
185,5/4/2025,1168,2061,402,0.0,599.76,0.05,Cash
186,5/4/2025,1089,2071,403,0.0,0,0.0,Debit
187,5/4/2025,1195,2035,402,3.0,0,0.0,Cash
188,5/4/2025,1143,2098,401,2.0,2178.86,0.1,Cash
189,5/4/2025,1007,2023,403,2.0,751.63,0.05,Credit
190,5/4/2025,1086,2044,401,1.0,373.64,0.0,Debit
191,5/4/2025,1036,2072,404,0.0,1260.9,0.1,Cash
192,5/4/2025,1036,2094,401,0.0,2466.75,0.1,Cash
193,5/4/2025,1191,2067,402,3.0,872.85,0.05,Debit
194,5/4/2025,1107,2058,403,1.0,1800.22,0.1,Debit
195,5/4/2025,1094,2039,403,0.0,1952.88,0.1,Credit
196,5/4/2025,1013,2019,402,0.0,0,0.0,Debit
197,5/4/2025,1172,2010,403,3.0,0,0.0,Cash
198,5/4/2025,1169,2054,404,3.0,900.51,0.05,Credit
199,5/4/2025,1106,2034,402,0.0,136.17,0.0,Debit
200,5/4/2025,1088,2055,401,2.0,129.46,0.0,Credit
201,5/4/2025,1173,2086,404,2.0,715.28,0.05,Cash
202,5/4/2025,1011,2028,404,0.0,0,0.0,Cash
203,5/4/2025,1001,2026,403,1.0,190.4,0.0,Cash
204,5/4/2025,1196,2017,403,2.0,370.96,0.0,Credit
205,5/4/2025,1083,2015,401,3.0,0,0.0,Credit
206,5/4/2025,1191,2055,402,1.0,48.55,0.0,Debit
207,5/4/2025,1097,2068,402,2.0,1312.38,0.1,Cash
208,5/4/2025,1018,2050,401,3.0,0,0.0,Cash
209,5/4/2025,1004,2058,401,2.0,1066.8,0.1,Credit
210,5/4/2025,1147,2054,404,3.0,2701.53,0.15,Cash
211,5/4/2025,1074,2014,404,0.0,738.9,0.05,Debit
212,5/4/2025,1083,2021,404,2.0,668.33,0.05,Cash
213,5/4/2025,1022,2055,401,1.0,97.09,0.0,Cash
214,5/4/2025,1111,2075,404,0.0,1561.28,0.1,Credit
215,5/4/2025,1101,2039,403,1.0,2636.39,0.15,Debit
216,5/4/2025,1085,2099,402,0.0,646.32,0.05,Cash
217,5/4/2025,1130,2081,401,1.0,1343.2,0.1,Debit
218,5/4/2025,1198,2044,403,1.0,186.82,0.0,Debit
219,5/4/2025,1060,2013,402,2.0,0,0.0,Cash
220,5/4/2025,1050,2022,402,0.0,671.18,0.05,Credit
221,5/4/2025,1045,2098,404,3.0,907.86,0.05,Cash
222,5/4/2025,1193,2072,404,2.0,1681.2,0.1,Cash
223,5/4/2025,1160,2040,402,3.0,138.16,0.0,Credit
224,5/4/2025,1017,2060,404,2.0,0,0.0,Cash
225,5/4/2025,1070,2075,401,2.0,624.51,0.05,Debit
226,5/4/2025,1129,2009,403,3.0,198.93,0.0,Debit
227,5/4/2025,1115,2004,401,2.0,2225.4,0.1,Debit
228,5/4/2025,1073,2009,401,3.0,66.31,0.0,Debit
229,5/4/2025,1118,2074,401,3.0,659.5,0.05,Credit
230,5/4/2025,1146,2083,402,2.0,614.53,0.05,Debit
231,5/4/2025,1154,2060,402,0.0,408.38,0.0,Debit
232,5/4/2025,1115,2013,403,0.0,2806.08,0.15,Credit
233,5/4/2025,1129,2082,402,0.0,1066.4,0.1,Cash
234,5/4/2025,1063,2090,404,3.0,71.64,0.0,Cash
235,5/4/2025,1134,2066,402,2.0,1238.54,0.1,Cash
236,5/4/2025,1095,2036,404,3.0,653.94,0.05,Cash
237,5/4/2025,1198,2043,401,2.0,1397.52,0.1,Cash
238,5/4/2025,1016,2042,401,3.0,0,0.0,Credit
239,5/4/2025,1072,2032,402,2.0,1512.96,0.1,Credit
240,5/4/2025,1020,2074,402,2.0,527.6,0.05,Credit
241,5/4/2025,1079,2083,404,1.0,691.34,0.05,Cash
242,5/4/2025,1152,2090,401,2.0,57.31,0.0,Credit
243,5/4/2025,1143,2048,403,1.0,0,0.0,Cash
244,5/4/2025,1171,2089,401,3.0,1654.08,0.1,Credit
245,5/4/2025,1130,2046,401,2.0,106.98,0.0,Credit
246,5/4/2025,1079,2023,402,2.0,3006.53,0.15,Cash
247,5/4/2025,1196,2062,402,1.0,1114.85,0.1,Credit
248,5/4/2025,1035,2019,401,2.0,0,0.0,Debit
249,5/4/2025,1025,2064,401,2.0,705.7,0.05,Cash
250,5/4/2025,1196,2079,402,3.0,2851.62,0.15,Cash
251,5/4/2025,1039,2020,402,1.0,338.25,0.0,Credit
252,5/4/2025,1184,2056,401,3.0,1574.16,0.1,Cash
253,5/4/2025,1093,2086,402,3.0,3576.4,0.15,Credit
254,5/4/2025,1156,2036,404,1.0,392.36,0.0,Cash
255,5/4/2025,1136,2030,403,3.0,509.91,0.05,Debit
256,5/4/2025,1049,2047,404,3.0,1674.9,0.1,Cash
257,5/4/2025,1196,2036,404,3.0,0,0.0,Cash
258,5/4/2025,1041,2025,402,2.0,671.09,0.05,Cash
259,5/4/2025,1013,2082,404,2.0,1066.4,0.1,Credit
260,5/4/2025,1141,2013,401,2.0,748.29,0.05,Debit
261,5/4/2025,1021,2097,402,2.0,673.68,0.05,Cash
262,5/4/2025,1115,2065,402,3.0,1881.36,0.1,Credit
263,5/4/2025,1023,2028,404,2.0,510.35,0.05,Debit
264,5/4/2025,1006,2053,401,3.0,610.15,0.05,Cash
265,5/4/2025,1128,2047,402,3.0,1004.94,0.1,Cash
266,5/4/2025,1020,2047,402,0.0,669.96,0.05,Cash
267,5/4/2025,1081,2012,403,1.0,1682.61,0.1,Debit
268,5/4/2025,1035,2004,403,3.0,927.25,0.05,Debit
269,5/4/2025,1178,2017,404,3.0,1854.8,0.1,Credit
270,5/4/2025,1157,2000,401,0.0,1938.62,0.1,Cash
271,5/4/2025,1065,2027,402,3.0,775.83,0.05,Cash
272,5/4/2025,1028,2099,403,1.0,3490.13,0.15,Cash
273,5/4/2025,1077,2015,401,1.0,1822.42,0.1,Cash
274,5/4/2025,1107,2081,404,0.0,2238.66,0.1,Cash
275,5/4/2025,1028,2063,401,1.0,994.43,0.05,Credit
276,5/4/2025,1183,2018,403,3.0,2711.3,0.15,Cash
277,5/4/2025,1000,2078,403,1.0,0,0.0,Debit
278,5/4/2025,1146,2053,402,0.0,1220.3,0.1,Cash
279,5/4/2025,1134,2046,401,0.0,33.43,0.0,Credit
280,5/4/2025,1099,2060,401,3.0,1633.52,0.1,Debit
281,5/4/2025,1095,2032,401,2.0,1512.96,0.1,Debit
282,5/4/2025,1017,2044,402,0.0,207.58,0.0,Cash
283,5/4/2025,1197,2074,403,1.0,593.55,0.05,Debit
284,5/4/2025,1011,2045,403,1.0,842.78,0.05,Cash
285,5/4/2025,1199,2087,404,3.0,159.32,0.0,Debit
286,5/4/2025,1161,2023,402,0.0,939.54,0.05,Credit
287,5/4/2025,1183,2099,404,0.0,1292.64,0.1,Credit
288,5/4/2025,1075,2025,401,1.0,0,0.0,Debit
289,5/4/2025,1010,2040,403,3.0,138.16,0.0,Credit
290,5/4/2025,1139,2060,403,0.0,1225.14,0.1,Credit
291,5/4/2025,1192,2082,402,2.0,213.28,0.0,Cash
292,5/4/2025,1091,2099,401,2.0,1034.11,0.1,Cash
293,5/4/2025,1069,2015,403,3.0,2699.88,0.15,Credit
294,5/4/2025,1102,2095,404,3.0,1472.37,0.1,Debit
295,5/4/2025,1086,2023,404,3.0,3758.16,0.15,Debit
296,5/4/2025,1094,2066,403,0.0,1032.12,0.1,Cash
297,5/4/2025,1186,2054,401,3.0,0,0.0,Credit
298,5/4/2025,1154,2023,403,2.0,751.63,0.05,Credit
299,5/4/2025,1026,2010,403,2.0,62.27,0.0,Debit
300,5/4/2025,1078,2057,404,1.0,393.28,0.0,Credit
301,5/4/2025,1176,2056,403,3.0,524.72,0.05,Debit
302,5/4/2025,1010,2093,403,3.0,0,0.0,Cash
303,5/4/2025,1070,2081,401,0.0,1492.44,0.1,Cash
304,5/4/2025,1171,2081,404,2.0,596.98,0.05,Credit
305,5/4/2025,1131,2095,402,0.0,1472.37,0.1,Debit
306,5/4/2025,1036,2077,404,0.0,1123.66,0.1,Credit
307,5/4/2025,1032,2008,402,2.0,106.54,0.0,Cash
308,5/4/2025,1092,2049,401,1.0,0,0.0,Credit
309,5/4/2025,1173,2057,403,2.0,349.58,0.0,Debit
310,5/4/2025,1113,2097,401,1.0,757.89,0.05,Cash
311,5/4/2025,1135,2046,404,2.0,80.23,0.0,Cash
312,5/4/2025,1166,2035,402,0.0,899.99,0.05,Cash
313,5/4/2025,1006,2094,402,3.0,1480.05,0.1,Cash
314,5/4/2025,1132,2049,401,2.0,1503.74,0.1,Cash
315,5/4/2025,1198,2033,404,1.0,2257.88,0.1,Credit
316,5/4/2025,1156,2036,404,1.0,784.73,0.05,Debit
317,5/4/2025,1031,2017,401,3.0,0,0.0,Cash
318,5/4/2025,1044,2091,404,0.0,1811.58,0.1,Debit
319,5/4/2025,1174,2040,403,0.0,34.54,0.0,Debit
320,5/4/2025,1140,2069,403,2.0,557.74,0.05,Cash
321,5/4/2025,1040,2091,402,2.0,724.63,0.05,Debit
322,5/4/2025,1130,2028,401,1.0,574.15,0.05,Cash
323,5/4/2025,1035,2030,404,0.0,339.94,0.0,Debit
324,5/4/2025,1092,2070,403,3.0,102.54,0.0,Cash
325,5/4/2025,1141,2016,401,0.0,0,0.0,Cash
326,5/4/2025,1079,2050,404,3.0,186.78,0.0,Cash
327,5/4/2025,1196,2052,401,1.0,2632.54,0.15,Credit
328,5/4/2025,1081,2082,401,3.0,1066.4,0.1,Debit
329,5/4/2025,1119,2087,403,1.0,0,0.0,Cash
330,5/4/2025,1199,2070,402,1.0,30.76,0.0,Cash
331,5/4/2025,1110,2064,401,0.0,0,0.0,Credit
332,5/4/2025,1132,2019,403,1.0,1681.07,0.1,Debit
333,5/4/2025,1041,2041,402,2.0,643.37,0.05,Debit
334,5/4/2025,1132,2036,401,2.0,348.77,0.0,Debit
335,5/4/2025,1050,2081,403,1.0,2686.39,0.15,Cash
336,5/4/2025,1160,2038,401,1.0,0,0.0,Cash
337,5/4/2025,1151,2074,402,1.0,1187.1,0.1,Debit
338,5/4/2025,1168,2079,403,0.0,1901.08,0.1,Debit
339,5/4/2025,1007,2010,401,2.0,62.27,0.0,Cash
340,5/4/2025,1166,2026,404,0.0,0,0.0,Cash
341,5/4/2025,1127,2080,403,2.0,1997.42,0.1,Debit
342,5/4/2025,1123,2031,404,2.0,1356.72,0.1,Debit
343,5/4/2025,1116,2009,401,1.0,119.36,0.0,Debit
344,5/4/2025,1112,2053,404,3.0,0,0.0,Cash
345,5/4/2025,1052,2043,402,2.0,698.76,0.05,Debit
346,5/4/2025,1183,2040,403,3.0,103.62,0.0,Cash
347,5/4/2025,1033,2097,403,0.0,4210.5,0.15,Debit
348,5/4/2025,1081,2030,404,0.0,339.94,0.0,Cash
349,5/4/2025,1068,2057,402,1.0,1179.85,0.1,Cash
350,5/4/2025,1024,2006,403,3.0,594,0.05,Cash
351,5/4/2025,1157,2053,402,1.0,1098.27,0.1,Debit
352,5/4/2025,1083,2073,403,1.0,2247.44,0.1,Cash
353,5/4/2025,1195,2020,404,3.0,1879.15,0.1,Debit
354,5/4/2025,1127,2039,404,0.0,1952.88,0.1,Debit
355,5/4/2025,1023,2050,404,1.0,0,0.0,Debit
356,5/4/2025,1055,2074,403,0.0,1978.5,0.1,Debit
357,5/4/2025,1012,2036,404,3.0,653.94,0.05,Credit
358,5/4/2025,1073,2068,401,0.0,2460.72,0.1,Cash
359,5/4/2025,1110,2017,403,2.0,370.96,0.0,Credit
360,5/4/2025,1195,2051,403,0.0,117.32,0.0,Credit
361,5/4/2025,1102,2006,402,2.0,792,0.05,Cash
362,5/4/2025,1141,2036,401,3.0,871.92,0.05,Cash
363,5/4/2025,1129,2057,403,0.0,1747.92,0.1,Cash
364,5/4/2025,1032,2012,404,2.0,997.1,0.05,Credit
365,5/4/2025,1086,2071,403,1.0,553.64,0.05,Cash
366,5/4/2025,1050,2077,404,0.0,561.83,0.05,Credit
367,5/4/2025,1011,2004,402,2.0,0,0.0,Cash
368,5/4/2025,1121,2066,404,1.0,0,0.0,Credit
369,5/4/2025,1155,2065,402,2.0,1128.82,0.1,Cash
370,5/4/2025,1156,2040,402,3.0,138.16,0.0,Debit
371,5/4/2025,1157,2094,403,2.0,1578.72,0.1,Credit
372,5/4/2025,1129,2065,404,2.0,752.54,0.05,Debit
373,5/4/2025,1121,2002,403,2.0,2771.2,0.15,Cash
374,5/4/2025,1172,2014,404,2.0,197.04,0.0,Credit
375,5/4/2025,1185,2088,401,3.0,2128.05,0.1,Credit
376,5/4/2025,1067,2083,402,0.0,0,0.0,Credit
377,5/4/2025,1149,2061,402,3.0,1199.52,0.1,Cash
378,5/4/2025,1037,2087,402,0.0,318.64,0.0,Debit
379,5/4/2025,1146,2089,401,1.0,744.34,0.05,Debit
380,5/4/2025,1004,2056,403,3.0,2098.88,0.1,Debit
381,5/4/2025,1038,2052,402,3.0,2193.78,0.1,Cash
382,5/4/2025,1128,2099,404,0.0,3877.92,0.15,Cash
383,5/4/2025,1180,2017,402,2.0,741.92,0.05,Debit
384,5/4/2025,1169,2061,404,2.0,319.87,0.0,Debit
385,5/4/2025,1044,2058,403,2.0,1066.8,0.1,Credit
386,5/4/2025,1173,2098,403,3.0,3631.44,0.15,Debit
387,5/4/2025,1049,2031,403,2.0,1356.72,0.1,Cash
388,5/4/2025,1057,2038,403,1.0,2501.58,0.15,Cash
389,5/4/2025,1176,2090,404,2.0,343.87,0.0,Cash
390,5/4/2025,1122,2044,403,2.0,166.06,0.0,Debit
391,5/4/2025,1031,2073,404,3.0,1498.29,0.1,Debit
392,5/4/2025,1088,2098,402,2.0,726.29,0.05,Credit
393,5/4/2025,1010,2036,401,2.0,348.77,0.0,Cash
394,5/4/2025,1113,2083,403,3.0,3072.64,0.15,Credit
395,5/4/2025,1054,2025,403,2.0,671.09,0.05,Debit
396,5/4/2025,1035,2013,402,1.0,1683.65,0.1,Credit
397,5/4/2025,1012,2085,402,1.0,217.94,0.0,Debit
398,5/4/2025,1013,2012,404,2.0,1994.21,0.1,Debit
399,5/4/2025,1183,2060,401,1.0,367.54,0.0,Debit
400,5/4/2025,1001,2070,402,3.0,102.54,0.0,Credit
401,5/4/2025,1167,2060,404,1.0,735.08,0.05,Debit
402,5/4/2025,1193,2036,403,2.0,348.77,0.0,Cash
403,5/4/2025,1165,2007,401,1.0,0,0.0,Credit
404,5/4/2025,1136,2094,401,1.0,1776.06,0.1,Credit
405,5/4/2025,1106,2022,401,3.0,671.18,0.05,Cash
406,5/4/2025,1126,2023,403,0.0,0,0.0,Debit
407,5/4/2025,1002,2038,401,2.0,1482.42,0.1,Credit
408,5/4/2025,1072,2058,404,1.0,1200.15,0.1,Debit
409,5/4/2025,1129,2059,403,1.0,1382.54,0.1,Debit
410,5/4/2025,1028,2042,402,3.0,502.83,0.05,Credit
411,5/4/2025,1165,2032,402,0.0,0,0.0,Cash
412,5/4/2025,1188,2043,403,1.0,1572.21,0.1,Cash
413,5/4/2025,1044,2078,404,3.0,426.03,0.0,Cash
414,5/4/2025,1131,2041,401,3.0,3216.84,0.15,Cash
415,5/4/2025,1171,2012,402,1.0,1121.74,0.1,Credit
416,5/4/2025,1122,2041,402,0.0,1608.42,0.1,Debit
417,5/4/2025,1066,2049,402,3.0,0,0.0,Debit
418,5/4/2025,1192,2034,403,2.0,326.81,0.0,Cash
419,5/4/2025,1149,2092,401,2.0,1157.3,0.1,Cash
